Bin,Domain,Kingdom,Phylum,Class,Order,Family,Genus,Species,Plasmid ID
contig_25218,,,,,Caudovirales,Myoviridae,,,
contig_25313,,,,,Caudovirales,Myoviridae,,,
contig_25481,,,,,Caudovirales,Siphoviridae,,,
contig_25595,,,,,Caudovirales,Siphoviridae,,,
contig_25602,,,,,Caudovirales,Siphoviridae,,,
contig_25823,,,,,,Retroviridae,,,
contig_25887,,,,,Caudovirales,Podoviridae,,,
contig_26118,,,,,Caudovirales,Myoviridae,,,
contig_26505,,,,,,,,,NZ_OL790811.1
contig_26632,,,,,Caudovirales,Podoviridae,,,
contig_26777,,,,,Caudovirales,Podoviridae,,,
contig_26817,,,,,Caudovirales,Siphoviridae,,,
contig_27205,,,,,Caudovirales,Siphoviridae,,,
contig_27629,,,,,Caudovirales,Myoviridae,,,
contig_27881,,,,,Caudovirales,Myoviridae,,,
contig_27884,,,,,Caudovirales,Podoviridae,,,
contig_27891,,,,,Caudovirales,Siphoviridae,,,
contig_27892,,,,,Caudovirales,Myoviridae,,,
contig_2793,,,,,Caudovirales,Siphoviridae,,,
contig_28057,,,,,Caudovirales,Myoviridae,,,
contig_28164,,,,,Caudovirales,Siphoviridae,,,
contig_2826,,,,,Caudovirales,Myoviridae,,,
contig_28431,,,,,Caudovirales,Siphoviridae,,,
contig_28434,,,,,Caudovirales,Myoviridae,,,
contig_28761,,,,,Caudovirales,Myoviridae,,,
contig_28844,,,,,Caudovirales,Myoviridae,,,
contig_29620,,,,,Caudovirales,Siphoviridae,,,
contig_29714,,,,,Caudovirales,Siphoviridae,,,
contig_30161,,,,,Caudovirales,Siphoviridae,,,
contig_30343,,,,,Herpesvirales,Herpesviridae,,,
contig_30407,,,,,Herpesvirales,Herpesviridae,,,
contig_30590,,,,,Caudovirales,Siphoviridae,,,
contig_30593,,,,,Caudovirales,Siphoviridae,,,
contig_30655,,,,,Caudovirales,Siphoviridae,,,
contig_30754,,,,,Caudovirales,Siphoviridae,,,
contig_31068,,,,,Caudovirales,Myoviridae,,,
contig_310,,,,,Caudovirales,Siphoviridae,,,
contig_31108,,,,,Caudovirales,Siphoviridae,,,
contig_3122,,,,,Caudovirales,Siphoviridae,,,
contig_3125,,,,,Caudovirales,Podoviridae,,,
contig_8855,,,,,,,,,NC_022111.1
contig_31461,,,,,Caudovirales,Siphoviridae,,,
contig_31462,,,,,Caudovirales,Myoviridae,,,
contig_31464,,,,,Caudovirales,Myoviridae,,,
contig_31564,,,,,Caudovirales,Myoviridae,,,
contig_31686,,,,,Caudovirales,Siphoviridae,,,
contig_32285,,,,,Caudovirales,Siphoviridae,,,
contig_325,,,,,Caudovirales,Myoviridae,,,
contig_32640,,,,,Caudovirales,Siphoviridae,,,
contig_32741,,,,,Caudovirales,Myoviridae,,,
contig_32742,,,,,Caudovirales,Myoviridae,,,
contig_327,,,,,Caudovirales,Siphoviridae,,,
contig_33012,,,,,Caudovirales,Myoviridae,,,
contig_332,,,,,Caudovirales,Myoviridae,,,
contig_33492,,,,,Caudovirales,Siphoviridae,,,
contig_33525,,,,,,,,,NZ_CP086611.1
contig_33533,,,,,,,,,NZ_CP022367.1
contig_33587,,,,,Caudovirales,Podoviridae,,,
contig_33590,,,,,Caudovirales,Podoviridae,,,
contig_33671,,,,,,,,,NZ_LC473083.1
contig_33858,,,,,Caudovirales,Myoviridae,,,
contig_34067,,,,,Caudovirales,Siphoviridae,,,
contig_34224,,,,,Caudovirales,Myoviridae,,,
contig_34225,,,,,Caudovirales,Siphoviridae,,,
contig_34357,,,,,Caudovirales,Myoviridae,,,
contig_34505,,,,,Caudovirales,Siphoviridae,,,
contig_34847,,,,,Caudovirales,Myoviridae,,,
contig_34970,,,,,Caudovirales,Myoviridae,,,
contig_34996,,,,,Caudovirales,Myoviridae,,,
contig_34999,,,,,Herpesvirales,Herpesviridae,,,
contig_35027,,,,,Caudovirales,Siphoviridae,,,
contig_35387,,,,,Caudovirales,Siphoviridae,,,
contig_35651,,,,,Caudovirales,Myoviridae,,,
contig_8855,,,,,,,,,NZ_CP042465.1
contig_35805,,,,,Caudovirales,Myoviridae,,,
contig_35830,,,,,,,,,NZ_CP053316.1
contig_35872,,,,,Caudovirales,Siphoviridae,,,
contig_35873,,,,,Caudovirales,Siphoviridae,,,
contig_36015,,,,,Caudovirales,Myoviridae,,,
contig_36580,,,,,Caudovirales,Siphoviridae,,,
contig_372,,,,,Caudovirales,Siphoviridae,,,
contig_37592,,,,,Caudovirales,Siphoviridae,,,
contig_38427,,,,,Caudovirales,Podoviridae,,,
contig_38489,,,,,Caudovirales,Siphoviridae,,,
contig_38647,,,,,,,,,NZ_CP090092.1
contig_39085,,,,,Caudovirales,Podoviridae,,,
contig_39088,,,,,Caudovirales,Myoviridae,,,
contig_39119,,,,,Caudovirales,Siphoviridae,,,
contig_39686,,,,,Caudovirales,Siphoviridae,,,
contig_39962,,,,,Caudovirales,Podoviridae,,,
contig_4003,,,,,Caudovirales,Siphoviridae,,,
contig_40089,,,,,Caudovirales,Siphoviridae,,,
contig_40215,,,,,Caudovirales,Siphoviridae,,,
contig_40442,,,,,Caudovirales,Siphoviridae,,,
contig_40454,,,,,Caudovirales,Siphoviridae,,,
contig_40536,,,,,Caudovirales,Siphoviridae,,,
contig_40537,,,,,Caudovirales,Siphoviridae,,,
contig_8855,,,,,,,,,NZ_CP039965.1
contig_41097,,,,,Caudovirales,Podoviridae,,,
contig_41181,,,,,Caudovirales,Siphoviridae,,,
contig_41478,,,,,Caudovirales,Myoviridae,,,
contig_41638,,,,,Caudovirales,Myoviridae,,,
contig_41661,,,,,Caudovirales,Myoviridae,,,
contig_41925,,,,,Caudovirales,Siphoviridae,,,
contig_41969,,,,,Caudovirales,Siphoviridae,,,
contig_42104,,,,,Caudovirales,Podoviridae,,,
contig_42151,,,,,Caudovirales,Siphoviridae,,,
contig_42178,,,,,Caudovirales,Siphoviridae,,,
contig_42196,,,,,Caudovirales,Myoviridae,,,
contig_42250,,,,,Caudovirales,Siphoviridae,,,
contig_4231,,,,,Caudovirales,Podoviridae,,,
contig_42410,,,,,Caudovirales,Siphoviridae,,,
contig_42412,,,,,Caudovirales,Siphoviridae,,,
contig_4262,,,,,Caudovirales,Siphoviridae,,,
contig_42797,,,,,Caudovirales,Podoviridae,,,
contig_43032,,,,,Caudovirales,Podoviridae,,,
contig_8855,,,,,,,,,NZ_CP059409.1
contig_43285,,,,,Caudovirales,Myoviridae,,,
contig_43589,,,,,Caudovirales,Siphoviridae,,,
contig_43609,,,,,Caudovirales,Siphoviridae,,,
contig_4365,,,,,Caudovirales,Siphoviridae,,,
contig_4368,,,,,Caudovirales,Podoviridae,,,
contig_43763,,,,,Caudovirales,Podoviridae,,,
contig_8855,,,,,,,,,NZ_CP033045.1
contig_44067,,,,,Caudovirales,Myoviridae,,,
contig_44181,,,,,Caudovirales,Siphoviridae,,,
contig_44253,,,,,Caudovirales,Siphoviridae,,,
contig_58103,,,,,,,,,NZ_AP023416.1
contig_45248,,,,,Caudovirales,Siphoviridae,,,
contig_45250,,,,,Caudovirales,Myoviridae,,,
contig_45364,,,,,Caudovirales,Siphoviridae,,,
contig_45466,,,,,Caudovirales,Siphoviridae,,,
contig_4563,,,,,Caudovirales,Podoviridae,,,
contig_45882,,,,,Caudovirales,Siphoviridae,,,
contig_45958,,,,,Caudovirales,Siphoviridae,,,
contig_8855,,,,,,,,,NZ_CP042465.1
contig_46251,,,,,,,,,NZ_LR134469.1
contig_46371,,,,,,,,,NZ_CP049248.1
contig_46711,,,,,Caudovirales,Siphoviridae,,,
contig_47424,,,,,Caudovirales,Siphoviridae,,,
contig_47491,,,,,Herpesvirales,Herpesviridae,,,
contig_48059,,,,,,,,,NZ_AP019717.1
contig_48359,,,,,Caudovirales,Myoviridae,,,
contig_48636,,,,,Caudovirales,Siphoviridae,,,
contig_48676,,,,,Caudovirales,Myoviridae,,,
contig_48786,,,,,Caudovirales,Podoviridae,,,
contig_49018,,,,,Caudovirales,Siphoviridae,,,
contig_49179,,,,,Caudovirales,Siphoviridae,,,
contig_5000,,,,,Caudovirales,Myoviridae,,,
contig_50058,,,,,Caudovirales,Siphoviridae,,,
contig_50165,,,,,Herpesvirales,Herpesviridae,,,
contig_8855,,,,,,,,,NG_048272.1
contig_50444,,,,,,,,,NZ_CP016468.1
contig_50480,,,,,Caudovirales,Siphoviridae,,,
contig_50816,,,,,,,,,NZ_CP030127.1
contig_50850,,,,,Caudovirales,Siphoviridae,,,
contig_8855,,,,,,,,,NZ_LR214939.1
contig_51292,,,,,Caudovirales,Myoviridae,,,
contig_51294,,,,,Caudovirales,Siphoviridae,,,
contig_51460,,,,,Caudovirales,Myoviridae,,,
contig_51574,,,,,Caudovirales,Podoviridae,,,
contig_51821,,,,,Caudovirales,Myoviridae,,,
contig_51828,,,,,Caudovirales,Myoviridae,,,
contig_5205,,,,,Caudovirales,Myoviridae,,,
contig_52069,,,,,Caudovirales,Myoviridae,,,
contig_52096,,,,,Caudovirales,Siphoviridae,,,
contig_8855,,,,,,,,,NC_022111.1
contig_52540,,,,,Caudovirales,Podoviridae,,,
contig_53035,,,,,Caudovirales,Myoviridae,,,
contig_53286,,,,,Caudovirales,Siphoviridae,,,
contig_5360,,,,,Caudovirales,Myoviridae,,,
contig_53679,,,,,Herpesvirales,Herpesviridae,,,
contig_53793,,,,,Caudovirales,Myoviridae,,,
contig_53827,,,,,Caudovirales,Siphoviridae,,,
contig_5424,,,,,Caudovirales,Siphoviridae,,,
contig_54465,,,,,Caudovirales,Myoviridae,,,
contig_54467,,,,,Caudovirales,Siphoviridae,,,
contig_54700,,,,,Caudovirales,Siphoviridae,,,
contig_54790,,,,,Caudovirales,Podoviridae,,,
contig_54845,,,,,Herpesvirales,Herpesviridae,,,
contig_5487,,,,,Caudovirales,Myoviridae,,,
contig_55036,,,,,Caudovirales,Myoviridae,,,
contig_55055,,,,,,,,,NZ_CP091214.1
contig_55085,,,,,Caudovirales,Podoviridae,,,
contig_55166,,,,,Caudovirales,Siphoviridae,,,
contig_8855,,,,,,,,,NZ_CP072250.1
contig_55442,,,,,Caudovirales,Siphoviridae,,,
contig_55494,,,,,Caudovirales,Myoviridae,,,
contig_55596,,,,,Caudovirales,Siphoviridae,,,
contig_55615,,,,,Caudovirales,Siphoviridae,,,
contig_55697,,,,,Caudovirales,Podoviridae,,,
contig_55860,,,,,Caudovirales,Myoviridae,,,
contig_56002,,,,,Caudovirales,Siphoviridae,,,
contig_56100,,,,,,,,,NZ_CP071473.1
contig_56141,,,,,Caudovirales,Siphoviridae,,,
contig_56172,,,,,Caudovirales,Siphoviridae,,,
contig_56214,,,,,,,,,NZ_HG938356.1
contig_56262,,,,,Caudovirales,Siphoviridae,,,
contig_56284,,,,,Caudovirales,Siphoviridae,,,
contig_56563,,,,,Caudovirales,Siphoviridae,,,
contig_56612,,,,,Caudovirales,Siphoviridae,,,
contig_56660,,,,,Caudovirales,Siphoviridae,,,
contig_56672,,,,,Caudovirales,Siphoviridae,,,
contig_56944,,,,,Caudovirales,Siphoviridae,,,
contig_56970,,,,,Caudovirales,Siphoviridae,,,
contig_56971,,,,,Caudovirales,Siphoviridae,,,
contig_5701,,,,,Caudovirales,Siphoviridae,,,
contig_57040,,,,,Caudovirales,Myoviridae,,,
contig_57164,,,,,Caudovirales,Siphoviridae,,,
contig_57206,,,,,Caudovirales,Siphoviridae,,,
contig_57210,,,,,Caudovirales,Podoviridae,,,
contig_57272,,,,,Caudovirales,Siphoviridae,,,
contig_57442,,,,,Caudovirales,Siphoviridae,,,
contig_57451,,,,,Caudovirales,Podoviridae,,,
contig_57490,,,,,Caudovirales,Podoviridae,,,
contig_57513,,,,,Caudovirales,Siphoviridae,,,
contig_57597,,,,,Caudovirales,Siphoviridae,,,
contig_57673,,,,,Caudovirales,Siphoviridae,,,
contig_57725,,,,,Caudovirales,Siphoviridae,,,
contig_57726,,,,,Caudovirales,Myoviridae,,,
contig_57745,,,,,Caudovirales,Siphoviridae,,,
contig_57746,,,,,Caudovirales,Siphoviridae,,,
contig_57797,,,,,Caudovirales,Siphoviridae,,,
contig_57883,,,,,Caudovirales,Siphoviridae,,,
contig_57925,,,,,Caudovirales,Siphoviridae,,,
contig_57926,,,,,Caudovirales,Siphoviridae,,,
contig_5792,,,,,Caudovirales,Siphoviridae,,,
contig_57961,,,,,Caudovirales,Siphoviridae,,,
contig_58103,,,,,,,,,NZ_AP023416.1
contig_58133,,,,,Caudovirales,Myoviridae,,,
contig_58169,,,,,Caudovirales,Myoviridae,,,
contig_58217,,,,,Caudovirales,Siphoviridae,,,
contig_58317,,,,,Herpesvirales,Herpesviridae,,,
contig_58334,,,,,Caudovirales,Siphoviridae,,,
contig_58375,,,,,Caudovirales,Siphoviridae,,,
contig_58492,,,,,Caudovirales,Siphoviridae,,,
contig_58553,,,,,Caudovirales,Siphoviridae,,,
contig_58576,,,,,,,,,NZ_CP051373.1
contig_58599,,,,,Caudovirales,Siphoviridae,,,
contig_58602,,,,,Caudovirales,Siphoviridae,,,
contig_58649,,,,,Caudovirales,Siphoviridae,,,
contig_58717,,,,,Herpesvirales,Herpesviridae,,,
contig_58809,,,,,,,,,NZ_LN868939.1
contig_58826,,,,,Caudovirales,Myoviridae,,,
contig_58930,,,,,Herpesvirales,Herpesviridae,,,
contig_58931,,,,,Ligamenvirales,Rudiviridae,,,
contig_58968,,,,,Caudovirales,Siphoviridae,,,
contig_59159,,,,,Caudovirales,Myoviridae,,,
contig_59224,,,,,Caudovirales,Siphoviridae,,,
contig_59247,,,,,Caudovirales,Siphoviridae,,,
contig_59270,,,,,Caudovirales,Siphoviridae,,,
contig_59296,,,,,Caudovirales,Podoviridae,,,
contig_59355,,,,,Caudovirales,Siphoviridae,,,
contig_59658,,,,,Caudovirales,Siphoviridae,,,
contig_59707,,,,,Caudovirales,Siphoviridae,,,
contig_59718,,,,,Caudovirales,Siphoviridae,,,
contig_59853,,,,,Caudovirales,Siphoviridae,,,
contig_59904,,,,,Caudovirales,Siphoviridae,,,
contig_59923,,,,,Herpesvirales,Herpesviridae,,,
contig_60013,,,,,Caudovirales,Siphoviridae,,,
contig_60054,,,,,Caudovirales,Podoviridae,,,
contig_60071,,,,,Caudovirales,Myoviridae,,,
contig_60095,,,,,Caudovirales,Siphoviridae,,,
contig_60145,,,,,Caudovirales,Podoviridae,,,
contig_60158,,,,,Caudovirales,Siphoviridae,,,
contig_60241,,,,,Caudovirales,Siphoviridae,,,
contig_60246,,,,,,,,,NZ_CP015251.1
contig_60286,,,,,Caudovirales,Siphoviridae,,,
contig_60325,,,,,Caudovirales,Siphoviridae,,,
contig_60406,,,,,Caudovirales,Siphoviridae,,,
contig_60444,,,,,,,,,NZ_CP085511.1
contig_60552,,,,,Caudovirales,Myoviridae,,,
contig_60560,,,,,Caudovirales,Siphoviridae,,,
contig_60601,,,,,Caudovirales,Myoviridae,,,
contig_60610,,,,,Caudovirales,Podoviridae,,,
contig_60743,,,,,Caudovirales,Siphoviridae,,,
contig_60766,,,,,Caudovirales,Siphoviridae,,,
contig_60768,,,,,Caudovirales,Siphoviridae,,,
contig_60805,,,,,Caudovirales,Podoviridae,,,
contig_60861,,,,,Caudovirales,Siphoviridae,,,
contig_60911,,,,,Caudovirales,Siphoviridae,,,
contig_60916,,,,,Caudovirales,Siphoviridae,,,
contig_60969,,,,,Caudovirales,Siphoviridae,,,
contig_61006,,,,,Caudovirales,Siphoviridae,,,
contig_61022,,,,,Caudovirales,Siphoviridae,,,
contig_61026,,,,,Caudovirales,Myoviridae,,,
contig_61038,,,,,Caudovirales,Siphoviridae,,,
contig_61056,,,,,Caudovirales,Siphoviridae,,,
contig_61058,,,,,Caudovirales,Myoviridae,,,
contig_61060,,,,,Caudovirales,Siphoviridae,,,
contig_61065,,,,,Caudovirales,Siphoviridae,,,
contig_61066,,,,,Caudovirales,Siphoviridae,,,
contig_61085,,,,,Caudovirales,Siphoviridae,,,
contig_61102,,,,,Caudovirales,Siphoviridae,,,
contig_61106,,,,,Ligamenvirales,Lipothrixviridae,,,
contig_61111,,,,,Caudovirales,Siphoviridae,,,
contig_61114,,,,,Caudovirales,Myoviridae,,,
contig_6251,,,,,Caudovirales,Myoviridae,,,
contig_6942,,,,,Caudovirales,Siphoviridae,,,
contig_6944,,,,,Caudovirales,Siphoviridae,,,
contig_7034,,,,,Caudovirales,Podoviridae,,,
contig_8855,,,,,,,,,NZ_CP033045.1
contig_7212,,,,,Caudovirales,Myoviridae,,,
contig_7213,,,,,Caudovirales,Siphoviridae,,,
contig_7353,,,,,Caudovirales,Myoviridae,,,
contig_7455,,,,,Caudovirales,Siphoviridae,,,
contig_8248,,,,,Caudovirales,Podoviridae,,,
contig_8263,,,,,Caudovirales,Podoviridae,,,
contig_8328,,,,,Caudovirales,Myoviridae,,,
contig_8353,,,,,Caudovirales,Siphoviridae,,,
contig_838,,,,,Caudovirales,Siphoviridae,,,
contig_8717,,,,,Caudovirales,Siphoviridae,,,
contig_8731,,,,,Caudovirales,Siphoviridae,,,
contig_8855,,,,,,,,,NZ_CP045613.1
contig_9193,,,,,Caudovirales,Siphoviridae,,,
contig_9317,,,,,Herpesvirales,Herpesviridae,,,
contig_942,,,,,Caudovirales,Podoviridae,,,
contig_9469,,,,,Caudovirales,Siphoviridae,,,
contig_9525,,,,,Caudovirales,Siphoviridae,,,
contig_9639,,,,,Caudovirales,Siphoviridae,,,
contig_9699,,,,,Caudovirales,Myoviridae,,,
contig_9722,,,,,Caudovirales,Siphoviridae,,,
contig_995,,,,,Caudovirales,Podoviridae,,,
