Bin,Domain,Kingdom,Phylum,Class,Order,Family,Genus,Species,Plasmid ID
MAG_1584,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Avoscillospira,,
MAG_1585,,,,,,,,,
MAG_1586,,,,,,,,,
MAG_1588,,,,,,,,,
MAG_1589,Bacteria,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Faecalimonas,,
MAG_159,,,,,,,,,
MAG_1590,,,,,,,,,
MAG_1591,Bacteria,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Faecalimonas,,
MAG_1592,Bacteria,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Faecalimonas,,
MAG_1593,,,,,,,,,
MAG_1594,,,,,,,,,
MAG_1595,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA932,Cryptobacteroides,,
MAG_1596,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,,,
MAG_1597,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,,,
MAG_1598,,,,,,,,,
MAG_1599,,,,,,,,,
MAG_16,,,,,,,,,
MAG_160,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Butyricicoccaceae,,,
MAG_1600,,,,,,,,,
MAG_1601,,,,,,,,,
MAG_1602,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,CAG-272,UMGS1865,,
MAG_1603,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,CAG-272,UMGS1865,,
MAG_1604,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola sp015060705,
MAG_1605,,,,,,,,,
MAG_1606,,,,,,,,,
MAG_1607,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-74,Limiplasma,,
MAG_1609,,,,,,,,,
MAG_161,Bacteria,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Anaerotignaceae,HGM11808,,
MAG_1610,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-74,Limiplasma,,
MAG_1611,,,,,,,,,
MAG_1612,,,,,,,,,
MAG_1613,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,UBA737,UBA737 sp017516445,
MAG_1614,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_1615,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_1616,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Limivicinus,,
MAG_1617,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,Borkfalkiaceae,UBA11475,,
MAG_1618,,,,,,,,,
MAG_1619,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,UMGS1668,UMGS1668 sp017847875,
MAG_162,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,CAG-272,CAG-272,,
MAG_1620,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,UMGS1668,UMGS1668 sp018110905,
MAG_1621,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,UMGS1668,,
MAG_1622,,,,,,,,,
MAG_1623,,,,,,,,,
MAG_1624,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Oxalobacter,Oxalobacter sp018384065,
MAG_1625,,,,,,,,,
MAG_1626,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-74,SFTH01,,
MAG_1627,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-74,SFTH01,,
MAG_1628,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-74,SFTH01,,
MAG_1629,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,CAG-272,SIG693,,
MAG_163,Bacteria,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Choladocola,,
MAG_1630,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-917,RGIG4097,,
MAG_1631,,,,,,,,,
MAG_1632,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,CAG-272,SIG693,,
MAG_1633,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,Christensenellaceae,SIG371,SIG371 sp015056045,
MAG_1634,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,Christensenellaceae,SIG371,SIG371 sp015056045,
MAG_1635,,,,,,,,,
MAG_1636,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Butyricicoccaceae,RGIG1902,,
MAG_1637,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Butyricicoccaceae,RGIG1902,,
MAG_1638,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Butyricicoccaceae,RGIG1902,,
MAG_1639,,,,,,,,,
MAG_164,,,,,,,,,
MAG_1640,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Butyricicoccaceae,RGIG1902,,
MAG_1641,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,SIG526,,
MAG_1642,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,SIG526,,
MAG_1643,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,SIG526,,
MAG_1644,,,,,,,,,
MAG_1646,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,NSJ-51,NSJ-51 sp900549795,
MAG_1647,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,NSJ-51,NSJ-51 sp900549795,
MAG_1648,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,CAG-272,RGIG2000,RGIG2000 sp017466455,
MAG_1649,,,,,,,,,
MAG_165,,,,,,,,,
MAG_1650,,,,,,,,,
MAG_1651,,,,,,,,,
MAG_1652,,,,,,,,,
MAG_1653,,,,,,,,,
MAG_1654,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-170,,
MAG_1655,,,,,,,,,
MAG_1656,,,,,,,,,
MAG_1657,Bacteria,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,RUG14871,,
MAG_1658,,,,,,,,,
MAG_1659,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,RGIG3102,,
MAG_166,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,UMGS416,Parachristensenella,,
MAG_1660,,,,,,,,,
MAG_1661,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,RGIG3102,,
MAG_1662,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,RGIG3102,,
MAG_1663,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,RGIG3102,RGIG3102 sp018109965,
MAG_1664,,,,,,,,,
MAG_1665,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,,
MAG_1666,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,,
MAG_1667,,,,,,,,,
MAG_1668,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,,
MAG_1669,,,,,,,,,
MAG_167,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,ER4,,
MAG_1670,Bacteria,Bacteria,Firmicutes,Bacilli,RF39,UBA660,UMGS1449,,
MAG_1671,,,,,,,,,
MAG_1672,Bacteria,Bacteria,Firmicutes,Bacilli,RF39,UBA660,UMGS1449,,
MAG_1673,Bacteria,Bacteria,Firmicutes,Bacilli,RF39,UBA660,UMGS1449,,
MAG_1674,Bacteria,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,Victivallaceae,RGIG5270,,
MAG_1675,,,,,,,,,
MAG_1676,,,,,,,,,
MAG_1677,Bacteria,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,UBA1829,SIG77,,
MAG_1678,Bacteria,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia sp017521405,
MAG_1679,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-74,RUG11247,,
MAG_168,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,,,,
MAG_1680,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-74,RUG11247,,
MAG_1681,,,,,,,,,
MAG_1682,,,,,,,,,
MAG_1683,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,CAG-272,CAG-448,,
MAG_1684,,,,,,,,,
MAG_1685,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,UBA1242,UBA5489,UBA5489 sp017408305,
MAG_1686,,,,,,,,,
MAG_1687,,,,,,,,,
MAG_1688,,,,,,,,,
MAG_1689,,,,,,,,,
MAG_169,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_1690,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,CAG-272,RGIG2000,RGIG2000 sp017466455,
MAG_1691,,,,,,,,,
MAG_1692,,,,,,,,,
MAG_1693,,,,,,,,,
MAG_1694,,,,,,,,,
MAG_1695,,,,,,,,,
MAG_1696,Bacteria,Bacteria,Firmicutes,Bacilli,RF39,UBA660,UMGS1449,,
MAG_1697,Bacteria,Bacteria,Firmicutes,Bacilli,RF39,UBA660,CAG-1000,CAG-1000 sp900556025,
MAG_1698,,,,,,,,,
MAG_1699,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,CAG-382,SIG622,SIG622 sp015065225,
MAG_17,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_170,Bacteria,Bacteria,Firmicutes,Bacilli,DSM-16016,Caldibacillaceae,RUG14133,RUG14133 sp902796085,
MAG_1700,,,,,,,,,
MAG_1701,,,,,,,,,
MAG_1702,,,,,,,,,
MAG_1703,Bacteria,Bacteria,Firmicutes,Bacilli,RF39,UBA660,Aphodocola,,
MAG_1704,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,,
MAG_1705,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,,
MAG_1706,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Limivicinus,,
MAG_1707,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Limivicinus,,
MAG_1708,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Limivicinus,,
MAG_1709,,,,,,,,,
MAG_171,,,,,,,,,
MAG_1710,,,,,,,,,
MAG_1711,Bacteria,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Bulleidia,,
MAG_1712,,,,,,,,,
MAG_1713,,,,,,,,,
MAG_1714,Bacteria,Bacteria,Firmicutes_A,Clostridia,UMGS1810,UMGS1810,RGIG1828,,
MAG_1715,Bacteria,Bacteria,Firmicutes_A,Clostridia,UMGS1810,UMGS1810,RGIG1828,,
MAG_1716,,,,,,,,,
MAG_1717,,,,,,,,,
MAG_1718,Bacteria,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,RGIG3701,RGIG3701 sp017939795,
MAG_1719,Bacteria,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,RGIG3701,RGIG3701 sp017939795,
MAG_172,Bacteria,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,,
MAG_1720,,,,,,,,,
MAG_1721,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Dysosmobacter,,
MAG_1722,,,,,,,,,
MAG_1723,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Dysosmobacter,,
MAG_1724,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_1725,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_1726,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_1727,,,,,,,,,
MAG_1728,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,UBA644,,,
MAG_1729,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,UBA644,RGIG995,,
MAG_173,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Avoscillospira,,
MAG_1730,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,UBA644,RGIG995,,
MAG_1731,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,UBA644,RGIG995,,
MAG_1732,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA932,Cryptobacteroides,,
MAG_1733,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA932,Cryptobacteroides,,
MAG_1734,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA932,Cryptobacteroides,,
MAG_1735,,,,,,,,,
MAG_1736,,,,,,,,,
MAG_1737,,,,,,,,,
MAG_1738,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,CAG-83 sp900313295,
MAG_1739,Bacteria,Bacteria,Firmicutes,Bacilli,RFN20,CAG-826,RUG131,RUG131 sp900315885,
MAG_174,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Pelethomonas,,
MAG_1740,,,,,,,,,
MAG_1741,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,RGIG3009,RGIG3009 sp017440005,
MAG_1742,,,,,,,,,
MAG_1743,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,CAG-272,RUG12395,RUG12395 sp015064505,
MAG_1744,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,CAG-272,RUG12395,RUG12395 sp015064505,
MAG_1745,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,RGIG3009,RGIG3009 sp017440005,
MAG_1746,,,,,,,,,
MAG_1747,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,,
MAG_1748,Bacteria,Bacteria,Firmicutes_B,Dehalobacteriia,UBA4068,UBA5755,Avidehalobacter,,
MAG_1749,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,,
MAG_175,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA932,Cryptobacteroides,,
MAG_1750,,,,,,,,,
MAG_1751,Bacteria,Bacteria,Firmicutes_B,Peptococcia,Peptococcales,Peptococcaceae,UBA7185,UBA7185 sp017547685,
MAG_1752,Bacteria,Bacteria,Firmicutes_B,Peptococcia,Peptococcales,Peptococcaceae,UBA7185,UBA7185 sp017547685,
MAG_1753,,,,,,,,,
MAG_1754,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-170,,
MAG_1755,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-170,CAG-170 sp900553545,
MAG_1756,,,,,,,,,
MAG_1757,,,,,,,,,
MAG_1758,,,,,,,,,
MAG_1759,,,,,,,,,
MAG_176,,,,,,,,,
MAG_1760,,,,,,,,,
MAG_1761,,,,,,,,,
MAG_1762,,,,,,,,,
MAG_1763,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Avoscillospira,,
MAG_1764,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Limivicinus,,
MAG_1765,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,Borkfalkiaceae,UBA1259,,
MAG_1766,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Avoscillospira,,
MAG_1767,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA932,Cryptobacteroides,,
MAG_1768,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA932,Cryptobacteroides,Cryptobacteroides sp015060335,
MAG_1769,,,,,,,,,
MAG_177,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,CAG-83 sp015067765,
MAG_1770,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA932,Cryptobacteroides,Cryptobacteroides sp015060335,
MAG_1771,,,,,,,,,
MAG_1772,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA932,Cryptobacteroides,Cryptobacteroides sp015060335,
MAG_1773,Bacteria,Bacteria,Firmicutes_A,Clostridia,TANB77,CAG-508,CAG-452,,
MAG_1774,,,,,,,,,
MAG_1775,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,CAG-83 sp017937195,
MAG_1776,,,,,,,,,
MAG_1777,Bacteria,Bacteria,Firmicutes_B,Dehalobacteriia,UBA7702,UBA7702,UBA7702,,
MAG_1778,Bacteria,Bacteria,Firmicutes_A,Clostridia,TANB77,CAG-508,CAG-452,,
MAG_1779,Bacteria,Bacteria,Firmicutes_A,Clostridia,TANB77,CAG-508,CAG-452,,
MAG_178,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Dysosmobacter,,
MAG_1780,Bacteria,Bacteria,Firmicutes_A,Clostridia,TANB77,CAG-508,CAG-452,,
MAG_1781,Bacteria,Bacteria,Firmicutes_B,Dehalobacteriia,UBA7702,UBA7702,UBA7702,,
MAG_1782,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,RUG806,,
MAG_1783,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,RUG806,,
MAG_1784,,,,,,,,,
MAG_1785,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,UMGS1668,UMGS1668 sp018110905,
MAG_1786,,,,,,,,,
MAG_1787,,,,,,,,,
MAG_1788,,,,,,,,,
MAG_1789,Bacteria,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,Victivallaceae,UMGS1518,,
MAG_179,Bacteria,Bacteria,Firmicutes_A,Clostridia,RUG12999,RUG12999,,,
MAG_1790,,,,,,,,,
MAG_1791,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,,
MAG_1792,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,,
MAG_1793,,,,,,,,,
MAG_1794,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,,
MAG_1795,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,,
MAG_1796,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,UBA1242,UBA5489,,
MAG_1797,Bacteria,Bacteria,Elusimicrobiota,Elusimicrobia,Elusimicrobiales,Elusimicrobiaceae,UBA1174,UBA1174 sp900556855,
MAG_1798,Bacteria,Bacteria,Elusimicrobiota,Elusimicrobia,Elusimicrobiales,Elusimicrobiaceae,UBA1174,,
MAG_1799,,,,,,,,,
MAG_18,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-74,RUG11247,,
MAG_180,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-74,Ventricola,,
MAG_1800,,,,,,,,,
MAG_1801,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,Borkfalkiaceae,Scatosoma,,
MAG_1802,,,,,,,,,
MAG_1803,,,,,,,,,
MAG_1804,Bacteria,Bacteria,Firmicutes_B,Dehalobacteriia,UBA7702,UBA7702,UBA7702,,
MAG_1805,Bacteria,Bacteria,Firmicutes_B,Dehalobacteriia,UBA7702,UBA7702,UBA7702,,
MAG_1806,,,,,,,,,
MAG_1807,Bacteria,Bacteria,Firmicutes_B,Dehalobacteriia,UBA7702,UBA7702,UBA7702,,
MAG_1808,Bacteria,Bacteria,Firmicutes_B,Dehalobacteriia,UBA4068,UBA4068,RGIG3155,,
MAG_1809,,,,,,,,,
MAG_181,Bacteria,Bacteria,Verrucomicrobiota,Kiritimatiellae,RFP12,UBA1067,UBA1067,,
MAG_1810,Bacteria,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,,,
MAG_1811,Bacteria,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,,,
MAG_1812,Bacteria,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,,,
MAG_1813,,,,,,,,,
MAG_1814,Bacteria,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,,,
MAG_1815,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,UBA1242,,,
MAG_1816,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_1817,Bacteria,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia sp015061985,
MAG_1818,Bacteria,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia sp015061985,
MAG_1819,Bacteria,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia sp015061985,
MAG_182,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Limivicinus,,
MAG_1820,Bacteria,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia sp015061985,
MAG_1821,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,UBA1081,,
MAG_1822,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,UBA1081,,
MAG_1823,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes sp015060045,
MAG_1824,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes sp015060045,
MAG_1825,,,,,,,,,
MAG_1826,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Dysosmobacter,,
MAG_1827,,,,,,,,,
MAG_1828,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Dysosmobacter,,
MAG_1829,,,,,,,,,
MAG_183,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-74,RUG11247,,
MAG_1830,,,,,,,,,
MAG_1831,Bacteria,Bacteria,Firmicutes_A,Clostridia,TANB77,CAG-508,CAG-269,,
MAG_1832,,,,,,,,,
MAG_1833,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,,
MAG_1834,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,,
MAG_1835,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,,
MAG_1836,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,,
MAG_1837,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-917,RGIG4097,RGIG4097 sp017461985,
MAG_1838,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-917,RGIG4097,RGIG4097 sp017461985,
MAG_1839,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,,
MAG_184,Bacteria,Bacteria,Firmicutes_A,Clostridia,TANB77,CAG-508,CAG-452,,
MAG_1840,,,,,,,,,
MAG_1841,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Avoscillospira,,
MAG_1842,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Avoscillospira,,
MAG_1843,,,,,,,,,
MAG_1844,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,,,
MAG_1845,,,,,,,,,
MAG_1846,,,,,,,,,
MAG_1847,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,HGM04593,HGM04593 sp017407905,
MAG_1848,Bacteria,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,UBA1829,SIG79,SIG79 sp017456805,
MAG_1849,Bacteria,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,UBA1829,SIG79,SIG79 sp017456805,
MAG_185,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Pelethomonas,Pelethomonas sp900555795,
MAG_1850,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,UMGS1279,,
MAG_1851,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,UMGS1279,,
MAG_1852,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,UMGS1279,,
MAG_1853,,,,,,,,,
MAG_1854,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,UMGS1279,,
MAG_1855,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,CAG-272,SIG693,SIG693 sp017466495,
MAG_1856,,,,,,,,,
MAG_1857,,,,,,,,,
MAG_1858,Bacteria,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,Victivallaceae,UBA1784,UBA1784 sp015061625,
MAG_1859,Bacteria,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,Victivallaceae,UBA1784,UBA1784 sp015061625,
MAG_186,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,BX7,CAJFTX01,,
MAG_1860,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_1861,,,,,,,,,
MAG_1862,,,,,,,,,
MAG_1863,,,,,,,,,
MAG_1864,,,,,,,,,
MAG_1865,,,,,,,,,
MAG_1866,,,,,,,,,
MAG_1867,,,,,,,,,
MAG_1868,,,,,,,,,
MAG_1869,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-917,RGIG4097,RGIG4097 sp017461985,
MAG_187,,,,,,,,,
