Contig,Bin,Type
contig_13664,MAG_1283,unmapped
contig_13668,MAG_954,unmapped
contig_13669,MAG_1509,chromosome
contig_13670,MAG_1459,chromosome
contig_13675,MAG_739,unmapped
contig_13680,Unbinned MAG,unmapped
contig_13685,MAG_1334,chromosome
contig_13687,MAG_127,unmapped
contig_1369,MAG_1023,chromosome
contig_13693,MAG_281,unmapped
contig_13696,MAG_702,chromosome
contig_13699,MAG_956,unmapped
contig_1370,MAG_1185,chromosome
contig_13706,MAG_67,chromosome
contig_1371,MAG_1221,chromosome
contig_13713,MAG_1513,chromosome
contig_1372,MAG_1847,chromosome
contig_13730,MAG_1371,chromosome
contig_13749,MAG_253,chromosome
contig_13758,MAG_631,unmapped
contig_13759,Unbinned MAG,unmapped
contig_1376,MAG_1220,chromosome
contig_13763,MAG_1855,chromosome
contig_13768,MAG_154,chromosome
contig_13775,MAG_821,unmapped
contig_13779,MAG_600,chromosome
contig_13780,MAG_1795,chromosome
contig_13785,MAG_1797,chromosome
contig_1379,MAG_1343,chromosome
contig_13793,MAG_97,chromosome
contig_13794,MAG_157,unmapped
contig_13798,MAG_1757,unmapped
contig_13800,Unbinned MAG,unmapped
contig_13804,MAG_7,chromosome
contig_13806,MAG_1317,unmapped
contig_13808,MAG_1317,chromosome
contig_13810,MAG_1889,chromosome
contig_13811,Unbinned MAG,unmapped
contig_13812,MAG_854,chromosome
contig_13816,MAG_1425,chromosome
contig_13818,MAG_346,unmapped
contig_13825,MAG_1317,chromosome
contig_13833,MAG_702,unmapped
contig_13836,MAG_494,chromosome
contig_13838,MAG_800,unmapped
contig_13839,MAG_838,unmapped
contig_13840,MAG_612,unmapped
contig_13841,Unbinned MAG,unmapped
contig_13844,MAG_886,unmapped
contig_13846,MAG_886,unmapped
contig_13847,MAG_503,chromosome
contig_13848,MAG_669,unmapped
contig_1385,MAG_1195,chromosome
contig_13852,MAG_612,unmapped
contig_13853,MAG_733,unmapped
contig_13854,MAG_166,chromosome
contig_13855,MAG_768,chromosome
contig_13857,MAG_125,unmapped
contig_1386,MAG_1025,chromosome
contig_13860,MAG_83,chromosome
contig_13866,MAG_612,unmapped
contig_13867,MAG_382,chromosome
contig_13871,MAG_1611,unmapped
contig_13878,MAG_1538,chromosome
contig_13881,MAG_355,unmapped
contig_1389,MAG_502,chromosome
contig_13895,MAG_287,chromosome
contig_139,Unbinned MAG,unmapped
contig_13901,MAG_95,unmapped
contig_1391,MAG_663,chromosome
contig_13910,MAG_1694,unmapped
contig_13914,MAG_1434,chromosome
contig_13915,MAG_1694,unmapped
contig_1392,MAG_396,unmapped
contig_1393,MAG_159,unmapped
contig_13934,MAG_1694,chromosome
contig_13935,MAG_1696,chromosome
contig_1394,MAG_159,unmapped
contig_13945,MAG_1695,chromosome
contig_13963,MAG_58,chromosome
contig_13966,MAG_11,chromosome
contig_1397,MAG_96,chromosome
contig_13978,MAG_521,chromosome
contig_13979,MAG_343,chromosome
contig_1398,contig_1398,phage
contig_13981,MAG_7,chromosome
contig_13990,MAG_137,chromosome
contig_13991,MAG_1679,chromosome
contig_13994,MAG_369,chromosome
contig_14,MAG_1190,unmapped
contig_1400,MAG_1698,unmapped
contig_14004,MAG_2,unmapped
contig_14011,MAG_353,chromosome
contig_14020,MAG_353,chromosome
contig_14026,MAG_1603,chromosome
contig_14027,Unbinned MAG,unmapped
contig_1403,Unbinned MAG,unmapped
contig_14033,Unbinned MAG,unmapped
contig_1404,MAG_1698,unmapped
contig_14040,MAG_298,chromosome
contig_14044,MAG_1677,chromosome
contig_14052,MAG_298,unmapped
contig_14053,Unbinned MAG,unmapped
contig_14056,MAG_168,chromosome
contig_14059,MAG_1611,unmapped
contig_14063,MAG_272,chromosome
contig_14065,MAG_963,unmapped
contig_14072,MAG_1730,chromosome
contig_14078,MAG_1360,chromosome
contig_14081,MAG_1311,chromosome
contig_14083,MAG_1874,unmapped
contig_14088,MAG_172,chromosome
contig_14092,MAG_585,chromosome
contig_14093,MAG_190,chromosome
contig_14095,MAG_1685,chromosome
contig_14096,MAG_247,chromosome
contig_141,MAG_347,unmapped
contig_14102,MAG_159,unmapped
contig_14105,MAG_107,chromosome
contig_14109,MAG_384,chromosome
contig_14110,MAG_415,chromosome
contig_14112,MAG_415,unmapped
contig_14113,contig_14113,phage
contig_14115,MAG_117,chromosome
contig_14118,MAG_281,unmapped
contig_14119,MAG_17,chromosome
contig_14122,MAG_618,chromosome
contig_14125,contig_14125,phage
contig_14129,contig_14129,plasmid
contig_14131,Unbinned MAG,unmapped
contig_14134,MAG_709,chromosome
contig_1414,MAG_696,chromosome
contig_14147,MAG_709,chromosome
contig_1416,Unbinned MAG,unmapped
contig_14166,MAG_127,chromosome
contig_14177,MAG_661,unmapped
contig_14179,MAG_218,chromosome
contig_14192,MAG_148,chromosome
contig_14196,MAG_232,chromosome
contig_14197,MAG_1448,unmapped
contig_14199,MAG_631,unmapped
contig_142,MAG_347,unmapped
contig_14200,MAG_574,chromosome
contig_14207,MAG_95,chromosome
contig_14208,MAG_1423,chromosome
contig_14219,MAG_207,chromosome
contig_14229,MAG_1736,unmapped
contig_14247,Unbinned MAG,unmapped
contig_14248,MAG_1637,chromosome
contig_14249,MAG_1576,unmapped
contig_14251,MAG_1578,unmapped
contig_14255,MAG_1367,chromosome
contig_14258,MAG_1368,chromosome
contig_14260,MAG_38,chromosome
contig_14265,Unbinned MAG,unmapped
contig_14272,MAG_19,chromosome
contig_14275,MAG_1820,chromosome
contig_14277,MAG_928,unmapped
contig_14278,MAG_459,chromosome
contig_143,MAG_1623,unmapped
contig_14300,MAG_194,chromosome
contig_14302,MAG_55,chromosome
contig_14304,MAG_379,chromosome
contig_14307,MAG_1320,chromosome
contig_14311,MAG_210,chromosome
contig_14313,MAG_214,chromosome
contig_14318,MAG_134,chromosome
contig_14320,Unbinned MAG,unmapped
contig_14323,MAG_205,chromosome
contig_1433,MAG_1371,chromosome
contig_14331,Unbinned MAG,unmapped
contig_14332,MAG_180,chromosome
contig_14347,MAG_29,chromosome
contig_14350,MAG_1503,chromosome
contig_14351,MAG_13,chromosome
contig_14357,Unbinned MAG,unmapped
contig_14367,MAG_1656,unmapped
contig_14370,MAG_1656,chromosome
contig_14373,MAG_128,unmapped
contig_14378,MAG_340,chromosome
contig_14379,MAG_392,chromosome
contig_14385,MAG_209,chromosome
contig_14389,MAG_129,unmapped
contig_1439,MAG_1488,chromosome
contig_14393,MAG_30,chromosome
contig_14397,MAG_924,chromosome
contig_14398,MAG_924,chromosome
contig_14410,MAG_1533,unmapped
contig_14418,MAG_1108,unmapped
contig_14422,MAG_1377,chromosome
contig_14423,MAG_82,unmapped
contig_14432,MAG_625,unmapped
contig_14441,Unbinned MAG,unmapped
contig_14442,Unbinned MAG,unmapped
contig_14446,MAG_1375,unmapped
contig_1445,MAG_33,chromosome
contig_14451,MAG_318,unmapped
contig_14452,MAG_650,unmapped
contig_1446,MAG_34,chromosome
contig_14463,MAG_1887,unmapped
contig_14464,MAG_58,chromosome
contig_14466,MAG_1664,unmapped
contig_1447,MAG_195,chromosome
contig_14472,MAG_1596,chromosome
contig_14476,Unbinned MAG,unmapped
contig_14477,MAG_1482,chromosome
contig_14485,MAG_245,chromosome
contig_14488,MAG_222,chromosome
contig_14489,MAG_245,chromosome
contig_14493,MAG_528,chromosome
contig_14499,MAG_420,unmapped
contig_14525,MAG_1433,unmapped
contig_14530,MAG_1357,chromosome
contig_14537,MAG_1781,chromosome
contig_14550,contig_14550,phage
contig_14552,MAG_741,unmapped
contig_14556,MAG_1351,chromosome
contig_14560,MAG_1541,chromosome
contig_14561,MAG_1541,chromosome
contig_14563,Unbinned MAG,unmapped
contig_14576,Unbinned MAG,unmapped
contig_14585,MAG_1841,chromosome
contig_14586,MAG_1841,chromosome
contig_14590,MAG_858,chromosome
contig_14593,MAG_1812,chromosome
contig_14598,MAG_271,chromosome
contig_14603,MAG_1676,unmapped
contig_14604,MAG_339,unmapped
contig_14608,MAG_1265,chromosome
contig_14613,Unbinned MAG,unmapped
contig_14623,MAG_1296,chromosome
contig_14628,MAG_1583,chromosome
contig_14629,MAG_1276,chromosome
contig_14631,contig_14631,phage
contig_14636,MAG_297,chromosome
contig_14637,MAG_2,unmapped
contig_14639,MAG_1138,chromosome
contig_14641,MAG_252,chromosome
contig_14642,MAG_778,unmapped
contig_14648,MAG_98,chromosome
contig_14651,MAG_1505,unmapped
contig_14652,MAG_501,chromosome
contig_14657,MAG_1369,chromosome
contig_14665,MAG_1416,unmapped
contig_14668,MAG_318,unmapped
contig_14671,MAG_20,chromosome
contig_14675,MAG_188,chromosome
contig_14691,MAG_60,chromosome
contig_14708,MAG_164,unmapped
contig_1471,MAG_81,chromosome
contig_14716,MAG_191,chromosome
contig_14717,MAG_408,unmapped
contig_14718,MAG_32,chromosome
contig_1472,MAG_1654,chromosome
contig_14723,MAG_28,chromosome
contig_1473,MAG_1751,chromosome
contig_14730,MAG_14,chromosome
contig_14736,MAG_1519,chromosome
contig_14738,MAG_1233,chromosome
contig_14739,MAG_112,chromosome
contig_14745,MAG_75,chromosome
contig_14747,MAG_75,unmapped
contig_14748,MAG_1443,chromosome
contig_14753,MAG_103,chromosome
contig_14757,MAG_918,unmapped
contig_14758,MAG_414,chromosome
contig_1476,MAG_1751,chromosome
contig_14760,Unbinned MAG,unmapped
contig_14764,MAG_1478,chromosome
contig_14767,MAG_1480,chromosome
contig_14769,MAG_1477,unmapped
contig_1477,MAG_1753,unmapped
contig_14773,MAG_1479,unmapped
contig_14774,MAG_1477,unmapped
contig_14776,MAG_1477,unmapped
contig_14778,MAG_1479,unmapped
contig_1478,MAG_1753,unmapped
contig_14782,MAG_1478,chromosome
contig_14789,MAG_1478,unmapped
contig_1479,MAG_1752,chromosome
contig_14791,MAG_1479,unmapped
contig_14792,MAG_1477,chromosome
contig_14793,MAG_1478,chromosome
contig_14799,MAG_1480,chromosome
contig_14805,MAG_1510,unmapped
contig_14807,MAG_1428,unmapped
contig_14812,Unbinned MAG,unmapped
contig_14813,MAG_893,chromosome
contig_14815,MAG_418,chromosome
contig_14818,MAG_128,unmapped
contig_1482,MAG_348,unmapped
contig_14822,Unbinned MAG,unmapped
contig_14823,MAG_594,chromosome
contig_14826,contig_14826,phage
contig_14832,MAG_223,chromosome
contig_14836,MAG_54,chromosome
contig_14839,MAG_67,chromosome
contig_1484,MAG_1751,chromosome
contig_14841,MAG_200,chromosome
contig_1485,MAG_1751,chromosome
contig_14856,MAG_1886,chromosome
contig_1486,MAG_1752,chromosome
contig_14863,MAG_470,unmapped
contig_14870,MAG_31,chromosome
contig_14872,MAG_627,chromosome
contig_14873,MAG_210,chromosome
contig_14879,MAG_258,chromosome
contig_1488,MAG_1752,chromosome
contig_14895,MAG_70,chromosome
contig_14896,MAG_375,unmapped
contig_14898,MAG_1571,chromosome
contig_14899,MAG_1575,chromosome
contig_14900,MAG_1573,chromosome
contig_14904,MAG_4,chromosome
contig_14908,MAG_202,chromosome
contig_14911,Unbinned MAG,unmapped
contig_14913,MAG_479,chromosome
contig_14915,MAG_479,chromosome
contig_14920,MAG_479,chromosome
contig_14928,MAG_479,chromosome
contig_14929,MAG_1311,chromosome
contig_14932,MAG_247,chromosome
contig_1494,MAG_1481,chromosome
contig_14953,MAG_953,chromosome
contig_1496,MAG_245,chromosome
contig_14963,MAG_97,chromosome
contig_14971,Unbinned MAG,unmapped
contig_14973,MAG_735,chromosome
contig_14974,MAG_1470,chromosome
contig_14977,MAG_1484,unmapped
contig_14979,Unbinned MAG,unmapped
contig_14983,contig_14983,phage
contig_14994,MAG_1059,unmapped
contig_14995,MAG_1715,chromosome
contig_15,MAG_433,unmapped
contig_15004,MAG_85,chromosome
contig_15011,MAG_118,chromosome
contig_15025,MAG_1712,unmapped
contig_15026,MAG_1781,chromosome
contig_15027,MAG_1781,unmapped
contig_15029,MAG_1781,chromosome
contig_15036,MAG_580,unmapped
contig_15056,MAG_1668,chromosome
contig_15062,MAG_1512,chromosome
contig_15063,MAG_48,chromosome
contig_15064,MAG_1510,unmapped
contig_15065,MAG_1512,unmapped
contig_15068,Unbinned MAG,unmapped
contig_1507,MAG_109,chromosome
contig_15070,MAG_112,chromosome
contig_15077,Unbinned MAG,unmapped
contig_15082,contig_15082,phage
contig_15087,MAG_1637,chromosome
contig_15090,MAG_1636,chromosome
contig_15091,MAG_1617,chromosome
contig_15095,MAG_1778,chromosome
contig_15097,MAG_1034,unmapped
contig_15098,MAG_382,chromosome
contig_1510,MAG_1882,unmapped
contig_15102,MAG_1635,unmapped
contig_15106,MAG_99,unmapped
contig_15107,MAG_99,unmapped
contig_15108,MAG_37,unmapped
contig_15113,MAG_68,chromosome
contig_15114,MAG_68,chromosome
contig_15115,MAG_869,chromosome
contig_15118,MAG_117,chromosome
contig_15123,MAG_1780,chromosome
contig_15124,MAG_1778,chromosome
contig_15126,MAG_1210,chromosome
contig_15128,MAG_1221,chromosome
contig_15134,contig_15134,phage
contig_15135,MAG_597,chromosome
contig_15137,MAG_1285,chromosome
contig_15138,MAG_240,chromosome
contig_15141,MAG_195,chromosome
contig_15144,MAG_126,chromosome
contig_1515,MAG_608,chromosome
contig_15150,MAG_267,chromosome
contig_15153,MAG_27,chromosome
contig_15158,MAG_62,chromosome
contig_1516,MAG_1320,chromosome
contig_15160,MAG_125,chromosome
contig_15162,MAG_687,chromosome
contig_1517,MAG_102,chromosome
contig_15171,MAG_771,chromosome
contig_15172,MAG_58,chromosome
contig_15175,MAG_771,chromosome
contig_15177,MAG_58,chromosome
contig_15180,MAG_58,chromosome
contig_15181,MAG_58,chromosome
contig_15182,MAG_771,chromosome
contig_15183,MAG_58,chromosome
contig_15184,MAG_574,chromosome
contig_15185,MAG_771,chromosome
contig_15187,MAG_574,chromosome
contig_15188,MAG_58,chromosome
contig_15192,Unbinned MAG,unmapped
contig_15196,MAG_485,unmapped
contig_1520,contig_1520,phage
contig_15209,MAG_135,chromosome
contig_15211,MAG_494,chromosome
contig_15227,MAG_238,chromosome
contig_15233,MAG_238,chromosome
contig_15238,MAG_1624,chromosome
contig_15239,MAG_1624,chromosome
contig_15240,contig_15240,phage
contig_15242,MAG_1450,chromosome
contig_15246,MAG_1388,chromosome
contig_15248,MAG_1705,chromosome
contig_15252,MAG_1532,chromosome
contig_15253,MAG_1530,chromosome
contig_15256,MAG_411,unmapped
contig_15264,MAG_511,chromosome
contig_15265,MAG_511,chromosome
contig_15266,MAG_676,unmapped
contig_1527,contig_1527,phage
contig_15279,MAG_263,chromosome
contig_15287,MAG_324,unmapped
contig_15289,MAG_909,chromosome
contig_15290,MAG_30,chromosome
contig_15291,MAG_730,chromosome
contig_15295,MAG_105,chromosome
contig_15296,MAG_262,chromosome
contig_15298,MAG_1010,unmapped
contig_153,Unbinned MAG,unmapped
contig_15302,MAG_1890,chromosome
contig_15305,MAG_30,chromosome
contig_15314,Unbinned MAG,unmapped
contig_15315,Unbinned MAG,unmapped
contig_15316,MAG_1408,unmapped
contig_1532,MAG_466,unmapped
contig_15320,MAG_753,chromosome
contig_15324,MAG_1729,chromosome
contig_15334,MAG_14,chromosome
contig_1534,MAG_97,chromosome
contig_15343,MAG_82,unmapped
contig_15344,MAG_913,chromosome
contig_15353,MAG_517,unmapped
contig_15359,MAG_632,unmapped
contig_15360,MAG_449,chromosome
contig_15368,MAG_346,unmapped
contig_15370,MAG_1795,chromosome
contig_15373,MAG_1747,chromosome
contig_1538,MAG_97,chromosome
contig_15386,MAG_107,unmapped
contig_15406,MAG_197,unmapped
contig_15408,MAG_217,unmapped
contig_15409,MAG_1805,chromosome
contig_1541,MAG_1492,chromosome
contig_15411,Unbinned MAG,unmapped
contig_15414,MAG_1443,chromosome
contig_15417,MAG_79,chromosome
contig_15419,MAG_326,chromosome
contig_1542,MAG_1442,chromosome
contig_15421,MAG_1296,chromosome
contig_15429,MAG_20,chromosome
contig_15430,MAG_1258,unmapped
contig_15432,MAG_1872,chromosome
contig_15434,MAG_393,chromosome
contig_15436,MAG_6,chromosome
contig_15442,MAG_478,unmapped
contig_15443,MAG_25,chromosome
contig_15446,MAG_1515,chromosome
contig_1545,MAG_225,chromosome
contig_15451,MAG_340,chromosome
contig_15452,MAG_232,unmapped
contig_15453,MAG_232,unmapped
contig_15454,MAG_1468,chromosome
contig_1546,MAG_1409,chromosome
contig_15463,MAG_365,chromosome
contig_1547,MAG_1875,chromosome
contig_15476,MAG_1714,chromosome
contig_1548,MAG_1558,chromosome
contig_15480,MAG_1775,chromosome
contig_15483,MAG_480,unmapped
contig_15485,MAG_26,chromosome
contig_15504,MAG_701,unmapped
contig_15506,MAG_629,chromosome
contig_15509,MAG_35,unmapped
contig_15510,MAG_65,chromosome
contig_15512,MAG_1781,chromosome
contig_15513,MAG_1781,unmapped
contig_15556,MAG_220,unmapped
contig_15563,MAG_484,chromosome
contig_15578,MAG_1739,chromosome
contig_1558,MAG_1313,unmapped
contig_15581,MAG_482,chromosome
contig_15582,MAG_887,unmapped
contig_15589,MAG_247,chromosome
contig_1559,MAG_1311,chromosome
contig_15591,MAG_134,chromosome
contig_15592,MAG_1289,chromosome
contig_15596,MAG_1223,unmapped
contig_15601,MAG_62,chromosome
contig_15602,MAG_1416,unmapped
contig_15603,MAG_1748,chromosome
contig_15613,MAG_1866,unmapped
contig_15615,MAG_888,unmapped
contig_15616,MAG_958,chromosome
contig_15618,MAG_88,chromosome
contig_15619,Unbinned MAG,unmapped
contig_1562,MAG_1866,unmapped
contig_15637,MAG_265,unmapped
contig_15638,MAG_481,chromosome
contig_15640,MAG_140,chromosome
contig_15643,MAG_22,chromosome
contig_15646,MAG_268,unmapped
contig_15647,MAG_1005,unmapped
contig_15648,MAG_60,chromosome
contig_15653,MAG_1060,unmapped
contig_1566,MAG_1088,unmapped
contig_15669,MAG_1778,chromosome
contig_15670,MAG_1779,chromosome
contig_15672,MAG_1471,chromosome
contig_15673,MAG_749,unmapped
contig_15678,MAG_45,chromosome
contig_1568,MAG_42,chromosome
contig_15683,MAG_63,chromosome
contig_15685,MAG_1680,chromosome
contig_15689,Unbinned MAG,unmapped
contig_15690,Unbinned MAG,unmapped
contig_15691,contig_15691,phage
contig_15692,MAG_35,unmapped
contig_15697,MAG_393,chromosome
contig_15698,MAG_46,chromosome
contig_15699,MAG_1427,chromosome
contig_157,MAG_1544,unmapped
contig_1570,MAG_1234,unmapped
contig_15701,MAG_86,chromosome
contig_15703,Unbinned MAG,unmapped
contig_15708,MAG_389,chromosome
contig_15709,MAG_243,chromosome
contig_15710,MAG_237,chromosome
contig_15728,MAG_509,unmapped
contig_1573,MAG_1188,unmapped
contig_15731,MAG_307,chromosome
contig_15732,MAG_346,unmapped
contig_15736,MAG_465,chromosome
contig_15738,contig_15738,phage
contig_1574,MAG_1312,unmapped
contig_15745,MAG_1706,chromosome
contig_15746,MAG_204,chromosome
contig_15747,MAG_204,chromosome
contig_15755,MAG_435,unmapped
contig_15758,MAG_364,unmapped
contig_15764,MAG_661,unmapped
contig_15767,MAG_1106,unmapped
contig_15770,MAG_1499,chromosome
contig_15773,MAG_19,chromosome
contig_15776,MAG_312,chromosome
contig_15790,MAG_20,chromosome
contig_15791,MAG_20,chromosome
contig_15793,MAG_337,chromosome
contig_15796,MAG_699,chromosome
contig_15804,MAG_727,chromosome
contig_15806,MAG_54,chromosome
contig_15813,MAG_1021,unmapped
contig_15819,MAG_1614,chromosome
contig_15820,MAG_931,chromosome
contig_15826,MAG_1662,chromosome
contig_15830,MAG_1008,unmapped
contig_15831,MAG_36,chromosome
contig_15836,MAG_71,chromosome
contig_15847,MAG_381,chromosome
contig_15857,MAG_1507,chromosome
contig_15858,MAG_1785,chromosome
contig_15874,MAG_428,chromosome
contig_15881,Unbinned MAG,unmapped
contig_15889,MAG_52,chromosome
contig_1589,MAG_95,chromosome
contig_15890,MAG_541,chromosome
contig_15894,MAG_179,chromosome
contig_15895,MAG_179,unmapped
contig_15898,MAG_447,chromosome
contig_15917,MAG_1248,chromosome
contig_1592,MAG_35,unmapped
contig_15923,MAG_307,chromosome
contig_15924,MAG_1061,unmapped
contig_15930,MAG_21,chromosome
contig_15934,MAG_143,chromosome
contig_15940,MAG_634,chromosome
contig_15944,MAG_23,chromosome
contig_15950,MAG_1898,unmapped
contig_15951,MAG_1839,chromosome
contig_15953,MAG_191,chromosome
contig_15962,MAG_1576,chromosome
contig_15964,MAG_140,chromosome
contig_15979,MAG_1856,unmapped
contig_15981,MAG_174,chromosome
contig_160,MAG_1544,unmapped
contig_16008,MAG_406,chromosome
contig_16027,MAG_781,chromosome
contig_1603,MAG_1241,chromosome
contig_16032,MAG_316,chromosome
contig_1604,Unbinned MAG,unmapped
contig_16075,MAG_1360,chromosome
contig_16077,MAG_611,chromosome
contig_16085,MAG_62,unmapped
contig_16086,MAG_82,unmapped
contig_16087,MAG_609,unmapped
contig_16088,MAG_67,chromosome
contig_16096,Unbinned MAG,unmapped
contig_16104,MAG_97,chromosome
contig_16113,contig_16113,plasmid
contig_16114,contig_16114,plasmid
contig_16120,MAG_610,unmapped
contig_16208,MAG_1722,unmapped
contig_16218,MAG_391,unmapped
contig_16225,MAG_1062,unmapped
contig_16269,Unbinned MAG,unmapped
contig_16283,Unbinned MAG,unmapped
contig_16309,MAG_11,chromosome
contig_16312,MAG_481,chromosome
contig_16318,MAG_281,unmapped
contig_16319,MAG_1606,unmapped
contig_16322,MAG_181,chromosome
contig_16325,MAG_1525,unmapped
