Contig,Bin,Type
contig_41598,MAG_347,unmapped
contig_41603,MAG_39,unmapped
contig_41607,MAG_630,unmapped
contig_41608,MAG_12,chromosome
contig_41616,MAG_762,unmapped
contig_41620,MAG_1263,unmapped
contig_41621,MAG_700,chromosome
contig_41626,MAG_789,unmapped
contig_41628,MAG_1547,unmapped
contig_41635,MAG_81,chromosome
contig_41637,MAG_64,chromosome
contig_41638,contig_41638,phage
contig_4164,MAG_351,chromosome
contig_41647,MAG_1511,chromosome
contig_41649,MAG_15,chromosome
contig_41661,contig_41661,phage
contig_41665,MAG_815,unmapped
contig_41670,MAG_65,chromosome
contig_41685,MAG_128,unmapped
contig_41689,MAG_1329,unmapped
contig_41691,MAG_678,chromosome
contig_41700,MAG_1262,unmapped
contig_41703,MAG_1262,unmapped
contig_41715,MAG_381,chromosome
contig_41718,MAG_463,unmapped
contig_4172,MAG_1777,chromosome
contig_41725,MAG_197,unmapped
contig_41726,MAG_142,chromosome
contig_41747,Unbinned MAG,unmapped
contig_41756,MAG_293,chromosome
contig_4176,MAG_35,unmapped
contig_41762,MAG_900,chromosome
contig_4177,MAG_1783,chromosome
contig_41770,MAG_46,chromosome
contig_41774,MAG_554,unmapped
contig_41781,MAG_1246,chromosome
contig_41782,MAG_160,chromosome
contig_41799,MAG_1295,chromosome
contig_41802,MAG_360,chromosome
contig_41807,MAG_489,unmapped
contig_4181,MAG_102,chromosome
contig_41810,MAG_69,chromosome
contig_41813,MAG_780,chromosome
contig_41823,MAG_1707,chromosome
contig_41825,MAG_1560,chromosome
contig_41826,MAG_229,chromosome
contig_41845,MAG_201,unmapped
contig_4185,MAG_1782,chromosome
contig_4186,MAG_102,chromosome
contig_41865,MAG_692,unmapped
contig_41869,MAG_363,unmapped
contig_41875,Unbinned MAG,unmapped
contig_41883,MAG_60,chromosome
contig_41884,MAG_569,unmapped
contig_41885,MAG_513,unmapped
contig_41887,MAG_341,chromosome
contig_41889,MAG_131,chromosome
contig_41891,MAG_313,chromosome
contig_41894,MAG_88,chromosome
contig_419,MAG_773,unmapped
contig_4190,MAG_1782,chromosome
contig_41904,MAG_73,chromosome
contig_41908,MAG_1503,chromosome
contig_41910,MAG_1595,chromosome
contig_41922,MAG_928,unmapped
contig_41925,contig_41925,phage
contig_41937,MAG_607,unmapped
contig_4194,MAG_102,chromosome
contig_41945,MAG_302,chromosome
contig_41951,MAG_1784,unmapped
contig_41960,MAG_836,chromosome
contig_41965,MAG_425,unmapped
contig_41967,MAG_393,chromosome
contig_41969,contig_41969,phage
contig_4197,MAG_984,chromosome
contig_41974,MAG_99,unmapped
contig_41980,MAG_1077,chromosome
contig_41982,MAG_374,unmapped
contig_41990,MAG_741,unmapped
contig_42010,MAG_29,chromosome
contig_42012,MAG_399,chromosome
contig_42013,MAG_2,chromosome
contig_42016,MAG_10,chromosome
contig_42021,MAG_55,chromosome
contig_42051,MAG_201,unmapped
contig_42052,MAG_418,chromosome
contig_42068,Unbinned MAG,unmapped
contig_42073,MAG_388,unmapped
contig_42074,Unbinned MAG,unmapped
contig_42075,Unbinned MAG,unmapped
contig_42076,MAG_42,chromosome
contig_42087,MAG_152,chromosome
contig_42090,MAG_588,chromosome
contig_42097,MAG_901,chromosome
contig_42102,MAG_1725,chromosome
contig_42103,MAG_1724,chromosome
contig_42104,contig_42104,phage
contig_42115,MAG_1551,unmapped
contig_42117,MAG_1551,unmapped
contig_42129,MAG_162,chromosome
contig_42131,MAG_467,unmapped
contig_42133,MAG_1725,chromosome
contig_42138,Unbinned MAG,unmapped
contig_42148,MAG_621,chromosome
contig_42149,MAG_255,chromosome
contig_42151,contig_42151,phage
contig_42154,MAG_29,chromosome
contig_42161,MAG_61,unmapped
contig_42163,MAG_578,unmapped
contig_42165,MAG_229,chromosome
contig_42172,MAG_664,chromosome
contig_42177,MAG_122,chromosome
contig_42178,contig_42178,phage
contig_42191,MAG_697,unmapped
contig_42194,MAG_146,chromosome
contig_42196,contig_42196,phage
contig_42198,MAG_43,chromosome
contig_42202,MAG_1884,unmapped
contig_42208,MAG_419,chromosome
contig_42213,MAG_690,unmapped
contig_42217,MAG_192,chromosome
contig_42218,MAG_79,chromosome
contig_42221,MAG_516,unmapped
contig_42229,MAG_94,chromosome
contig_42230,MAG_29,chromosome
contig_42236,MAG_20,chromosome
contig_42238,MAG_20,chromosome
contig_42239,MAG_41,chromosome
contig_42243,MAG_175,chromosome
contig_42250,contig_42250,phage
contig_42257,MAG_77,chromosome
contig_42263,MAG_71,chromosome
contig_42273,MAG_106,unmapped
contig_42275,MAG_1,unmapped
contig_42276,MAG_1898,unmapped
contig_4228,MAG_1305,unmapped
contig_42286,MAG_1024,unmapped
contig_42290,MAG_1152,chromosome
contig_42293,MAG_17,chromosome
contig_42297,MAG_1714,chromosome
contig_42299,MAG_175,chromosome
contig_42304,MAG_1554,chromosome
contig_42305,MAG_601,unmapped
contig_42309,MAG_105,chromosome
contig_4231,contig_4231,phage
contig_42311,MAG_1503,chromosome
contig_42321,MAG_1447,chromosome
contig_42334,MAG_5,chromosome
contig_4236,MAG_458,unmapped
contig_42360,MAG_923,chromosome
contig_42365,MAG_1758,unmapped
contig_42374,MAG_620,chromosome
contig_42375,MAG_1698,unmapped
contig_42376,MAG_382,chromosome
contig_42377,MAG_695,chromosome
contig_4238,MAG_1611,unmapped
contig_42382,Unbinned MAG,unmapped
contig_42383,MAG_104,chromosome
contig_42386,MAG_441,unmapped
contig_42388,MAG_1590,unmapped
contig_42390,MAG_1776,unmapped
contig_42396,MAG_255,chromosome
contig_424,MAG_1298,chromosome
contig_42407,MAG_1247,chromosome
contig_42409,MAG_308,chromosome
contig_42410,contig_42410,phage
contig_42412,contig_42412,phage
contig_42416,MAG_617,unmapped
contig_42418,MAG_105,chromosome
contig_4242,MAG_738,chromosome
contig_42433,MAG_213,chromosome
contig_42435,MAG_1282,chromosome
contig_42437,MAG_189,chromosome
contig_4244,MAG_879,unmapped
contig_42440,MAG_229,chromosome
contig_42443,MAG_504,unmapped
contig_42447,Unbinned MAG,unmapped
contig_4245,MAG_665,chromosome
contig_42457,MAG_1292,chromosome
contig_42461,MAG_215,chromosome
contig_42466,MAG_809,chromosome
contig_42470,MAG_295,chromosome
contig_42473,MAG_244,chromosome
contig_42475,MAG_64,chromosome
contig_42476,MAG_89,chromosome
contig_42484,MAG_1818,chromosome
contig_42491,MAG_142,chromosome
contig_42503,MAG_269,chromosome
contig_42505,MAG_1,unmapped
contig_42516,MAG_1832,unmapped
contig_4252,MAG_1486,chromosome
contig_4253,MAG_1485,chromosome
contig_42532,MAG_108,chromosome
contig_42535,MAG_1495,chromosome
contig_42537,Unbinned MAG,unmapped
contig_4254,MAG_843,unmapped
contig_42540,MAG_255,chromosome
contig_42544,MAG_249,chromosome
contig_42546,MAG_1388,chromosome
contig_4255,MAG_317,unmapped
contig_42551,MAG_158,chromosome
contig_42559,MAG_1,unmapped
contig_42566,MAG_334,chromosome
contig_42568,MAG_1086,unmapped
contig_42569,MAG_1007,unmapped
contig_42570,MAG_247,chromosome
contig_42574,MAG_387,chromosome
contig_42577,MAG_325,chromosome
contig_42579,MAG_40,chromosome
contig_42593,MAG_167,chromosome
contig_42599,MAG_1683,chromosome
contig_426,MAG_1299,chromosome
contig_42607,MAG_107,chromosome
contig_42613,Unbinned MAG,unmapped
contig_4262,contig_4262,phage
contig_42624,MAG_207,chromosome
contig_42627,MAG_1861,unmapped
contig_42628,MAG_267,unmapped
contig_42630,MAG_549,chromosome
contig_42637,MAG_659,unmapped
contig_42644,MAG_291,chromosome
contig_42645,MAG_276,chromosome
contig_42663,MAG_55,chromosome
contig_42675,MAG_22,chromosome
contig_42678,MAG_1804,chromosome
contig_42690,MAG_236,chromosome
contig_42696,MAG_106,unmapped
contig_4270,MAG_1302,unmapped
contig_42700,MAG_1847,chromosome
contig_42706,MAG_595,chromosome
contig_42710,MAG_284,unmapped
contig_42721,MAG_280,unmapped
contig_42725,MAG_662,chromosome
contig_42726,MAG_1562,chromosome
contig_4273,MAG_38,unmapped
contig_42734,MAG_203,chromosome
contig_42741,Unbinned MAG,unmapped
contig_42746,MAG_604,chromosome
contig_42748,MAG_874,chromosome
contig_42752,MAG_1517,chromosome
contig_42756,MAG_1410,chromosome
contig_4276,MAG_494,chromosome
contig_42765,MAG_534,unmapped
contig_42779,MAG_224,chromosome
contig_42780,MAG_409,unmapped
contig_42781,MAG_124,chromosome
contig_42787,MAG_1188,chromosome
contig_4279,MAG_1883,unmapped
contig_42796,MAG_271,chromosome
contig_42797,contig_42797,phage
contig_428,MAG_802,chromosome
contig_42800,MAG_537,chromosome
contig_42801,MAG_16,chromosome
contig_42804,MAG_89,chromosome
contig_42806,MAG_112,chromosome
contig_42811,MAG_323,chromosome
contig_42813,MAG_31,chromosome
contig_42816,Unbinned MAG,unmapped
contig_42817,MAG_669,unmapped
contig_42818,MAG_669,unmapped
contig_42822,MAG_283,unmapped
contig_42830,MAG_858,chromosome
contig_42843,MAG_105,chromosome
contig_42845,MAG_61,unmapped
contig_4285,MAG_107,chromosome
contig_42854,MAG_1683,chromosome
contig_42857,MAG_219,chromosome
contig_42862,MAG_1555,chromosome
contig_42865,MAG_147,chromosome
contig_42869,MAG_51,chromosome
contig_42874,MAG_101,chromosome
contig_42879,MAG_939,chromosome
contig_42881,Unbinned MAG,unmapped
contig_42882,MAG_193,chromosome
contig_42883,MAG_444,unmapped
contig_42890,MAG_222,chromosome
contig_42898,MAG_1244,chromosome
contig_42900,MAG_268,chromosome
contig_42905,MAG_43,chromosome
contig_42906,MAG_278,unmapped
contig_4291,MAG_837,unmapped
contig_42917,MAG_1284,unmapped
contig_42929,MAG_295,chromosome
contig_42932,MAG_123,chromosome
contig_42936,MAG_1758,unmapped
contig_42945,MAG_29,chromosome
contig_42948,MAG_317,unmapped
contig_42949,MAG_1,unmapped
contig_42961,MAG_80,chromosome
contig_42964,Unbinned MAG,unmapped
contig_42973,MAG_1087,unmapped
contig_42975,MAG_172,chromosome
contig_42977,MAG_746,unmapped
contig_42981,MAG_79,chromosome
contig_42984,MAG_434,chromosome
contig_42995,MAG_1539,chromosome
contig_43000,MAG_1724,chromosome
contig_43003,MAG_1781,chromosome
contig_43007,MAG_314,unmapped
contig_4301,MAG_1767,chromosome
contig_43017,MAG_64,chromosome
contig_43022,MAG_193,chromosome
contig_43025,Unbinned MAG,unmapped
contig_43032,contig_43032,phage
contig_43033,MAG_129,unmapped
contig_4304,MAG_599,chromosome
contig_43040,MAG_198,chromosome
contig_43045,MAG_90,unmapped
contig_4305,MAG_1341,chromosome
contig_43051,MAG_3,chromosome
contig_43055,MAG_524,unmapped
contig_43059,MAG_1585,unmapped
contig_43060,MAG_1749,chromosome
contig_43075,MAG_649,chromosome
contig_43078,contig_43078,plasmid
contig_43081,MAG_140,chromosome
contig_43087,MAG_311,chromosome
contig_43096,MAG_1851,chromosome
contig_431,MAG_745,unmapped
contig_43106,MAG_416,unmapped
contig_43107,MAG_173,chromosome
contig_43111,Unbinned MAG,unmapped
contig_43114,MAG_167,chromosome
contig_43115,Unbinned MAG,unmapped
contig_43117,MAG_27,chromosome
contig_43120,MAG_380,unmapped
contig_43123,MAG_118,chromosome
contig_43124,MAG_57,chromosome
contig_43127,MAG_22,chromosome
contig_43128,MAG_80,chromosome
contig_4314,MAG_1807,chromosome
contig_43144,MAG_1586,unmapped
contig_43145,MAG_886,unmapped
contig_43147,MAG_427,unmapped
contig_43151,MAG_250,chromosome
contig_43154,MAG_1515,chromosome
contig_4316,MAG_1805,chromosome
contig_43162,MAG_511,unmapped
contig_43164,MAG_276,chromosome
contig_43171,MAG_361,unmapped
contig_43172,MAG_2,chromosome
contig_43173,MAG_276,chromosome
contig_43174,MAG_168,chromosome
contig_43187,MAG_133,chromosome
contig_43188,MAG_868,unmapped
contig_43190,Unbinned MAG,unmapped
contig_43192,MAG_627,chromosome
contig_43199,MAG_475,unmapped
contig_432,MAG_745,unmapped
contig_43201,MAG_325,chromosome
contig_43209,MAG_590,chromosome
contig_43211,MAG_856,unmapped
contig_43216,MAG_516,unmapped
contig_43220,MAG_231,chromosome
contig_43231,MAG_171,unmapped
contig_43245,Unbinned MAG,unmapped
contig_43251,MAG_72,chromosome
contig_43255,Unbinned MAG,unmapped
contig_43262,MAG_747,unmapped
contig_43264,MAG_156,unmapped
contig_4327,Unbinned MAG,unmapped
contig_43279,MAG_570,unmapped
contig_4328,MAG_782,unmapped
contig_43280,MAG_10,chromosome
contig_43285,contig_43285,phage
contig_43291,MAG_326,chromosome
contig_43292,MAG_45,chromosome
contig_43296,MAG_767,chromosome
contig_4330,MAG_342,chromosome
contig_43316,MAG_1283,unmapped
contig_43318,MAG_65,chromosome
contig_43320,MAG_1779,unmapped
contig_43321,MAG_189,chromosome
contig_43322,MAG_1154,unmapped
contig_43331,MAG_937,unmapped
contig_43339,MAG_196,unmapped
contig_43340,MAG_317,unmapped
contig_43350,MAG_1714,chromosome
contig_43354,MAG_1715,chromosome
contig_43359,MAG_354,chromosome
contig_43364,MAG_248,chromosome
contig_43373,MAG_163,chromosome
contig_4338,MAG_1216,chromosome
contig_43386,MAG_719,unmapped
contig_43390,MAG_200,chromosome
contig_43394,MAG_586,unmapped
contig_43406,MAG_57,chromosome
contig_43419,MAG_255,chromosome
contig_43432,Unbinned MAG,unmapped
contig_43440,MAG_1808,chromosome
contig_43441,MAG_1808,chromosome
contig_43446,MAG_312,chromosome
contig_43452,MAG_259,chromosome
contig_43458,MAG_553,chromosome
contig_43466,MAG_275,chromosome
contig_43475,MAG_1489,chromosome
contig_43477,MAG_521,chromosome
contig_43482,MAG_1538,chromosome
contig_43487,MAG_343,chromosome
contig_43490,MAG_527,chromosome
contig_43491,MAG_819,unmapped
contig_43496,MAG_400,chromosome
contig_43507,MAG_461,chromosome
contig_43517,MAG_205,chromosome
contig_43521,MAG_36,chromosome
contig_43523,MAG_274,chromosome
contig_43524,MAG_377,unmapped
contig_43530,Unbinned MAG,unmapped
contig_43538,MAG_11,chromosome
contig_4354,MAG_1779,chromosome
contig_4355,MAG_1773,chromosome
contig_43556,MAG_1724,chromosome
contig_43564,MAG_398,chromosome
contig_43565,MAG_1291,chromosome
contig_43567,MAG_24,chromosome
contig_43574,MAG_548,unmapped
contig_43575,MAG_904,unmapped
contig_43576,MAG_121,chromosome
contig_43579,MAG_1257,chromosome
contig_43580,MAG_32,chromosome
contig_43586,MAG_90,chromosome
contig_43589,contig_43589,phage
contig_43594,MAG_211,chromosome
contig_43606,MAG_366,unmapped
contig_43609,contig_43609,phage
contig_43613,MAG_1576,chromosome
contig_43614,Unbinned MAG,unmapped
contig_4362,Unbinned MAG,unmapped
contig_43634,MAG_242,chromosome
contig_43636,MAG_197,unmapped
contig_43641,MAG_147,chromosome
contig_43646,MAG_129,unmapped
contig_43648,Unbinned MAG,unmapped
contig_4365,contig_4365,phage
contig_43658,MAG_416,unmapped
contig_43662,MAG_1889,chromosome
contig_43666,MAG_1524,chromosome
contig_43672,Unbinned MAG,unmapped
contig_43674,MAG_133,unmapped
contig_43675,Unbinned MAG,unmapped
contig_43677,MAG_154,chromosome
contig_4368,contig_4368,phage
contig_43681,Unbinned MAG,unmapped
contig_43682,MAG_435,unmapped
contig_43683,MAG_435,unmapped
contig_43686,MAG_236,chromosome
contig_43695,MAG_939,chromosome
contig_43699,MAG_494,chromosome
contig_43705,MAG_1722,unmapped
contig_43706,MAG_1588,unmapped
contig_43710,MAG_1655,chromosome
contig_43713,MAG_316,chromosome
contig_43717,MAG_1711,unmapped
contig_43744,MAG_156,unmapped
contig_43746,MAG_196,unmapped
contig_43748,Unbinned MAG,unmapped
contig_4375,MAG_193,chromosome
contig_43752,MAG_198,chromosome
contig_43759,MAG_39,unmapped
contig_4376,MAG_1470,unmapped
contig_43763,contig_43763,phage
contig_43769,MAG_61,unmapped
contig_43770,MAG_37,unmapped
contig_43776,MAG_37,unmapped
contig_43778,MAG_1309,chromosome
contig_43779,MAG_1310,chromosome
contig_43780,MAG_1310,chromosome
contig_43784,MAG_1424,chromosome
contig_43787,MAG_1740,unmapped
contig_43790,MAG_120,chromosome
contig_43796,MAG_439,chromosome
contig_438,MAG_524,chromosome
contig_43801,contig_43801,plasmid
contig_43803,Unbinned MAG,unmapped
contig_43807,MAG_352,chromosome
contig_43808,MAG_131,chromosome
contig_4381,MAG_1503,chromosome
contig_43810,MAG_343,chromosome
contig_43814,MAG_1194,chromosome
contig_43818,MAG_68,chromosome
contig_4382,MAG_1503,chromosome
contig_43821,MAG_489,unmapped
contig_43826,MAG_1889,chromosome
contig_43835,MAG_573,chromosome
contig_43837,MAG_755,unmapped
contig_43853,MAG_660,unmapped
contig_43855,MAG_1013,unmapped
contig_43863,MAG_106,unmapped
contig_43872,MAG_1378,chromosome
contig_43873,Unbinned MAG,unmapped
contig_43875,MAG_27,chromosome
contig_43880,MAG_362,unmapped
contig_43886,MAG_28,chromosome
contig_4389,MAG_1503,chromosome
contig_43894,MAG_546,unmapped
contig_439,MAG_897,unmapped
contig_4390,MAG_1464,chromosome
contig_43905,MAG_271,unmapped
contig_4391,MAG_1607,chromosome
contig_43911,MAG_279,chromosome
contig_4392,MAG_539,chromosome
contig_4393,MAG_1503,chromosome
contig_43931,MAG_678,chromosome
contig_43935,MAG_607,unmapped
contig_4394,MAG_1607,chromosome
contig_43944,MAG_799,unmapped
contig_43945,MAG_499,chromosome
contig_4395,MAG_1464,chromosome
contig_43959,MAG_484,chromosome
contig_4396,MAG_585,chromosome
contig_43966,MAG_899,chromosome
contig_4397,MAG_1504,chromosome
contig_43970,MAG_1342,unmapped
contig_43971,MAG_314,unmapped
contig_43979,MAG_147,chromosome
contig_43980,MAG_377,unmapped
contig_43982,MAG_218,chromosome
contig_43987,MAG_38,chromosome
contig_43988,MAG_607,unmapped
contig_43993,MAG_487,unmapped
contig_43994,MAG_487,unmapped
contig_43995,MAG_280,unmapped
contig_43998,MAG_366,unmapped
contig_43999,MAG_280,unmapped
contig_44,MAG_67,chromosome
contig_440,MAG_1394,chromosome
contig_44000,MAG_280,unmapped
contig_44002,MAG_356,unmapped
contig_44010,MAG_1756,unmapped
contig_44011,MAG_1756,unmapped
contig_44012,MAG_283,unmapped
contig_4402,MAG_1503,chromosome
contig_44030,MAG_133,chromosome
contig_44034,MAG_24,chromosome
contig_4404,MAG_13,chromosome
contig_44041,MAG_293,unmapped
contig_44044,MAG_507,unmapped
contig_44055,MAG_1028,unmapped
contig_44059,MAG_21,chromosome
contig_4406,MAG_49,chromosome
contig_44065,Unbinned MAG,unmapped
contig_44067,contig_44067,phage
contig_44068,MAG_1866,unmapped
contig_44079,MAG_68,chromosome
contig_44090,MAG_1809,unmapped
contig_44099,MAG_1764,chromosome
contig_44100,MAG_92,chromosome
contig_4411,MAG_1409,chromosome
contig_44114,Unbinned MAG,unmapped
contig_4412,MAG_832,chromosome
contig_44130,MAG_158,chromosome
contig_44132,MAG_1088,unmapped
contig_44136,MAG_359,unmapped
contig_4414,MAG_1661,chromosome
contig_44143,MAG_1329,unmapped
contig_4415,MAG_537,chromosome
contig_44158,MAG_141,chromosome
contig_44162,Unbinned MAG,unmapped
contig_44168,Unbinned MAG,unmapped
contig_44170,Unbinned MAG,unmapped
contig_44177,MAG_617,chromosome
contig_44181,contig_44181,phage
contig_44188,MAG_1633,chromosome
contig_44189,MAG_39,unmapped
contig_44194,MAG_115,chromosome
contig_4420,MAG_57,chromosome
contig_44203,MAG_13,chromosome
contig_4421,MAG_537,chromosome
contig_44210,MAG_905,chromosome
contig_44212,MAG_1426,chromosome
contig_44213,MAG_534,unmapped
contig_44218,MAG_649,chromosome
contig_44219,MAG_409,unmapped
contig_4422,MAG_970,unmapped
contig_44226,MAG_162,chromosome
contig_44237,MAG_316,chromosome
contig_44247,MAG_170,chromosome
contig_44248,MAG_258,chromosome
contig_4425,MAG_1409,chromosome
contig_44252,MAG_88,chromosome
contig_44253,contig_44253,phage
contig_4426,MAG_569,unmapped
contig_44260,MAG_189,chromosome
contig_44269,MAG_24,chromosome
contig_44272,MAG_18,chromosome
contig_44274,MAG_18,chromosome
contig_4428,MAG_585,chromosome
contig_44290,MAG_423,unmapped
contig_44292,MAG_190,unmapped
contig_44293,MAG_424,unmapped
contig_443,MAG_85,chromosome
contig_44310,contig_44310,plasmid
contig_44311,MAG_186,chromosome
contig_44315,MAG_174,chromosome
contig_44320,MAG_72,chromosome
contig_44322,MAG_199,chromosome
contig_44326,MAG_257,chromosome
contig_44328,MAG_374,unmapped
contig_44331,MAG_56,chromosome
contig_44335,Unbinned MAG,unmapped
contig_44337,Unbinned MAG,unmapped
contig_44338,MAG_958,chromosome
contig_44356,MAG_1758,unmapped
contig_44363,MAG_542,chromosome
contig_44366,MAG_1400,unmapped
contig_44367,Unbinned MAG,unmapped
contig_44375,MAG_1510,unmapped
contig_44383,MAG_1631,unmapped
contig_44385,MAG_1296,chromosome
contig_44388,MAG_122,chromosome
contig_4439,MAG_1795,chromosome
contig_44390,MAG_367,unmapped
contig_44406,MAG_394,unmapped
contig_44409,MAG_564,unmapped
contig_44416,MAG_809,chromosome
contig_4442,MAG_213,chromosome
contig_44423,MAG_1711,chromosome
contig_44428,MAG_6,chromosome
contig_44440,MAG_306,unmapped
contig_44446,MAG_56,chromosome
contig_4445,MAG_358,chromosome
contig_44453,MAG_690,unmapped
contig_44457,MAG_780,chromosome
contig_4446,MAG_166,chromosome
contig_44466,MAG_200,chromosome
contig_44467,MAG_18,chromosome
contig_44470,MAG_644,unmapped
contig_44480,MAG_1616,chromosome
contig_44484,Unbinned MAG,unmapped
contig_4449,MAG_71,chromosome
contig_44492,MAG_47,chromosome
contig_44500,MAG_827,chromosome
contig_44501,MAG_827,unmapped
contig_44507,MAG_590,chromosome
contig_4451,Unbinned MAG,unmapped
contig_44513,MAG_163,chromosome
contig_44520,Unbinned MAG,unmapped
contig_44521,Unbinned MAG,unmapped
contig_44522,Unbinned MAG,unmapped
contig_44523,Unbinned MAG,unmapped
contig_44526,MAG_74,chromosome
contig_44536,MAG_742,chromosome
contig_4454,MAG_1226,chromosome
contig_44544,MAG_370,chromosome
contig_4455,MAG_440,chromosome
contig_44553,MAG_81,chromosome
contig_44556,MAG_588,chromosome
contig_44558,MAG_1503,chromosome
contig_44567,MAG_34,chromosome
contig_44584,MAG_1529,unmapped
contig_44585,MAG_774,chromosome
contig_44595,MAG_400,chromosome
contig_44605,MAG_522,chromosome
contig_44613,Unbinned MAG,unmapped
contig_44629,MAG_547,chromosome
contig_44633,MAG_666,unmapped
contig_44639,MAG_176,chromosome
contig_4465,MAG_751,chromosome
contig_44661,MAG_121,unmapped
contig_44664,MAG_275,chromosome
contig_4467,MAG_440,chromosome
contig_44672,MAG_86,chromosome
contig_44674,MAG_380,unmapped
contig_4468,MAG_569,unmapped
contig_44685,MAG_1797,chromosome
contig_44694,MAG_215,chromosome
contig_44697,MAG_498,unmapped
contig_447,MAG_696,chromosome
contig_44702,MAG_179,unmapped
contig_44706,Unbinned MAG,unmapped
contig_44709,MAG_30,chromosome
contig_44710,MAG_1470,chromosome
contig_44712,MAG_24,chromosome
contig_44727,MAG_2,chromosome
contig_44732,MAG_1065,chromosome
contig_44736,MAG_1446,unmapped
contig_44738,MAG_1014,unmapped
contig_44741,Unbinned MAG,unmapped
contig_44743,MAG_393,chromosome
contig_44750,MAG_41,chromosome
contig_44753,MAG_1377,chromosome
contig_44754,MAG_1376,chromosome
contig_44767,MAG_1711,unmapped
contig_44772,MAG_150,chromosome
contig_44780,MAG_289,chromosome
contig_44783,MAG_118,chromosome
contig_44787,MAG_133,chromosome
contig_44789,MAG_517,unmapped
contig_44792,MAG_1877,chromosome
contig_44796,MAG_397,chromosome
contig_44799,MAG_277,chromosome
contig_448,MAG_82,chromosome
contig_44801,MAG_172,chromosome
contig_44807,MAG_153,chromosome
contig_4481,MAG_1409,chromosome
contig_44813,MAG_227,unmapped
contig_44818,MAG_775,chromosome
contig_44823,MAG_41,chromosome
contig_44824,MAG_237,chromosome
contig_44826,MAG_9,chromosome
contig_44827,MAG_9,chromosome
contig_44830,MAG_1000,unmapped
contig_44841,MAG_249,chromosome
contig_44852,MAG_1581,chromosome
contig_44854,MAG_87,unmapped
contig_4486,MAG_585,chromosome
contig_44860,MAG_314,unmapped
contig_44865,MAG_69,chromosome
contig_44867,MAG_260,chromosome
contig_4487,MAG_585,chromosome
contig_44871,MAG_56,chromosome
contig_44873,MAG_314,unmapped
contig_44875,MAG_1711,unmapped
contig_44884,MAG_773,unmapped
contig_44885,MAG_36,chromosome
contig_44888,MAG_226,chromosome
contig_44890,MAG_320,unmapped
contig_44891,MAG_221,chromosome
contig_44899,MAG_74,chromosome
contig_4490,MAG_908,chromosome
contig_44901,MAG_478,unmapped
contig_44902,MAG_1426,chromosome
contig_44904,MAG_307,chromosome
contig_44908,Unbinned MAG,unmapped
contig_44910,Unbinned MAG,unmapped
contig_44911,MAG_252,chromosome
contig_44916,MAG_101,chromosome
contig_44922,MAG_540,chromosome
contig_44924,Unbinned MAG,unmapped
contig_44933,MAG_1446,chromosome
contig_44944,MAG_61,unmapped
contig_44947,MAG_53,unmapped
contig_4496,MAG_1269,chromosome
contig_44964,MAG_138,chromosome
contig_44966,MAG_47,chromosome
contig_44973,MAG_783,unmapped
contig_44986,MAG_281,unmapped
contig_44987,MAG_2,chromosome
contig_44988,MAG_93,chromosome
contig_4499,MAG_1269,chromosome
contig_44990,MAG_39,unmapped
contig_45,MAG_221,chromosome
contig_45009,Unbinned MAG,unmapped
contig_45010,MAG_86,chromosome
contig_45019,MAG_843,unmapped
contig_45020,MAG_1395,chromosome
contig_45032,MAG_163,chromosome
contig_4504,MAG_1269,chromosome
contig_45044,Unbinned MAG,unmapped
contig_4505,MAG_1268,chromosome
contig_45056,MAG_44,chromosome
contig_4506,MAG_112,chromosome
contig_45082,MAG_23,chromosome
contig_45085,MAG_1796,unmapped
contig_45088,MAG_2,chromosome
contig_451,MAG_397,chromosome
contig_45101,MAG_46,chromosome
contig_45115,MAG_226,chromosome
contig_45118,MAG_313,chromosome
contig_45119,MAG_456,chromosome
contig_45134,MAG_356,unmapped
contig_45141,MAG_413,chromosome
contig_45143,MAG_666,chromosome
contig_45145,MAG_919,chromosome
contig_45151,MAG_465,chromosome
contig_45159,MAG_74,chromosome
contig_45161,MAG_590,chromosome
contig_45169,MAG_221,chromosome
contig_45170,MAG_260,chromosome
contig_45172,MAG_1836,chromosome
contig_45173,MAG_1833,chromosome
contig_4518,MAG_354,chromosome
contig_45180,MAG_16,chromosome
contig_45186,MAG_407,chromosome
contig_45189,MAG_335,chromosome
contig_45190,MAG_356,unmapped
contig_45195,MAG_288,chromosome
contig_45199,MAG_149,chromosome
contig_452,MAG_142,chromosome
contig_45204,MAG_197,unmapped
contig_45218,Unbinned MAG,unmapped
contig_45219,MAG_818,unmapped
contig_45228,MAG_681,unmapped
contig_45233,MAG_48,chromosome
contig_45234,MAG_199,chromosome
contig_45235,MAG_174,chromosome
contig_45244,MAG_725,unmapped
contig_45248,contig_45248,phage
contig_45250,contig_45250,phage
contig_45258,MAG_530,chromosome
contig_45259,MAG_553,chromosome
contig_45260,MAG_1089,chromosome
contig_45266,MAG_266,unmapped
contig_45272,MAG_102,unmapped
contig_45278,MAG_50,chromosome
contig_45281,MAG_41,chromosome
contig_45285,MAG_1495,chromosome
contig_45286,MAG_445,unmapped
contig_45288,MAG_1593,chromosome
contig_45289,MAG_29,chromosome
contig_45292,MAG_170,chromosome
contig_45294,Unbinned MAG,unmapped
contig_45296,MAG_1474,unmapped
contig_45304,MAG_689,unmapped
contig_45311,MAG_120,chromosome
contig_45322,MAG_151,chromosome
